seqDocumento,dataPublicacao,numeroRegistro,numProcessoSTJ,dataRecebimento,dataDistribuicao,ministro,recurso,descricaoMonocratica,assuntoPenal
158170116,2022-08-01 00:00:00-03:00,202201790061,2007276,2022-06-09 00:00:00-03:00,2022-07-01 00:00:00-03:00,MARCO BUZZI,,Conhecido o recurso e provido em parte,0
158413778,2022-08-01 00:00:00-03:00,202201759382,2006735,2022-06-08 00:00:00-03:00,2022-06-28 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158110261,2022-08-01 00:00:00-03:00,202201728814,2006216,2022-06-06 00:00:00-03:00,2022-06-15 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
157986228,2022-08-01 00:00:00-03:00,202201726604,2006210,2022-06-06 00:00:00-03:00,2022-06-14 00:00:00-03:00,SEBASTIÃO REIS JÚNIOR,,Conhecido o recurso e provido,1
157126833,2022-08-01 00:00:00-03:00,202201715367,2006173,2022-06-03 00:00:00-03:00,2022-06-13 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
157736343,2022-08-01 00:00:00-03:00,202201712730,2006156,2022-06-03 00:00:00-03:00,2022-06-14 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
158044362,2022-08-01 00:00:00-03:00,202201712451,2006151,2022-06-03 00:00:00-03:00,2022-06-14 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
159128772,2022-08-01 00:00:00-03:00,202201697389,2005934,2022-06-02 00:00:00-03:00,2022-06-14 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
157873690,2022-08-01 00:00:00-03:00,202201694070,2005918,2022-06-02 00:00:00-03:00,2022-06-14 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
158049265,2022-08-01 00:00:00-03:00,202201692340,2006617,2022-06-02 00:00:00-03:00,2022-06-24 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
157189487,2022-08-01 00:00:00-03:00,202201683330,2005842,2022-06-01 00:00:00-03:00,2022-06-07 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
158040151,2022-08-01 00:00:00-03:00,202201682610,2005822,2022-06-01 00:00:00-03:00,2022-06-24 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
157881464,2022-08-01 00:00:00-03:00,202201674152,2005695,2022-06-01 00:00:00-03:00,2022-06-10 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
158045900,2022-08-01 00:00:00-03:00,202201672536,2006306,2022-06-01 00:00:00-03:00,2022-06-27 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido em parte o recurso e provido em parte,0
157826905,2022-08-01 00:00:00-03:00,202201666757,2005663,2022-06-01 00:00:00-03:00,2022-06-06 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158043375,2022-08-01 00:00:00-03:00,202201664685,2006113,2022-06-01 00:00:00-03:00,2022-06-24 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
158042447,2022-08-01 00:00:00-03:00,202201626507,2004945,2022-05-30 00:00:00-03:00,2022-06-07 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
157965581,2022-08-01 00:00:00-03:00,202201439098,2002212,2022-05-16 00:00:00-03:00,2022-05-26 00:00:00-03:00,SEBASTIÃO REIS JÚNIOR,,Conhecido o recurso e provido,1
157480982,2022-08-01 00:00:00-03:00,202201605250,2004539,2022-05-26 00:00:00-03:00,2022-05-27 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
157684443,2022-08-01 00:00:00-03:00,202201359060,2001708,2022-05-10 00:00:00-03:00,2022-06-02 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
159878101,2022-08-01 00:00:00-03:00,202201512977,2003480,2022-05-20 00:00:00-03:00,2022-05-30 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
157772242,2022-08-01 00:00:00-03:00,202201484436,2003880,2022-05-18 00:00:00-03:00,2022-06-10 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
158675709,2022-08-01 00:00:00-03:00,202201469974,2002825,2022-05-17 00:00:00-03:00,2022-05-25 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158082103,2022-08-01 00:00:00-03:00,202201467209,2002826,2022-05-17 00:00:00-03:00,2022-05-23 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
157155178,2022-08-01 00:00:00-03:00,202201279906,1999879,2022-05-04 00:00:00-03:00,2022-05-13 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido em parte,1
158062238,2022-08-01 00:00:00-03:00,202201269416,1999649,2022-05-03 00:00:00-03:00,2022-05-12 00:00:00-03:00,JESUÍNO RISSATO (DESEMBARGADOR CONVOCADO DO TJDFT),,Conhecido em parte o recurso e provido em parte,1
158807160,2022-08-01 00:00:00-03:00,202201259962,1999605,2022-05-03 00:00:00-03:00,2022-05-12 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
155947217,2022-08-01 00:00:00-03:00,202201382053,2002109,2022-05-11 00:00:00-03:00,2022-06-02 00:00:00-03:00,MARCO BUZZI,,Conhecido o recurso e provido,0
158035827,2022-08-01 00:00:00-03:00,202201377259,2001572,2022-05-11 00:00:00-03:00,2022-05-19 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
158337546,2022-08-01 00:00:00-03:00,202201363449,2000996,2022-05-10 00:00:00-03:00,2022-05-19 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido em parte o recurso e provido,1
158186690,2022-08-01 00:00:00-03:00,202201143162,1997784,2022-04-22 00:00:00-03:00,2022-05-05 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158110095,2022-08-01 00:00:00-03:00,202201354060,2000967,2022-05-09 00:00:00-03:00,2022-05-18 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido em parte o recurso e provido,1
157778856,2022-08-01 00:00:00-03:00,202201339179,2000908,2022-05-09 00:00:00-03:00,2022-05-18 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158865198,2022-08-01 00:00:00-03:00,202201315943,2000366,2022-05-06 00:00:00-03:00,2022-05-12 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158894400,2022-08-01 00:00:00-03:00,202201298220,2000173,2022-05-05 00:00:00-03:00,2022-05-12 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido em parte,1
159013813,2022-08-01 00:00:00-03:00,202201286036,2000119,2022-05-04 00:00:00-03:00,2022-05-12 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158051762,2022-08-01 00:00:00-03:00,202201236180,1999431,2022-05-02 00:00:00-03:00,2022-05-12 00:00:00-03:00,REYNALDO SOARES DA FONSECA,,Conhecido o recurso e provido,1
158330699,2022-08-01 00:00:00-03:00,202201201996,1998753,2022-04-28 00:00:00-03:00,2022-05-05 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
158028970,2022-08-01 00:00:00-03:00,202201200508,1998750,2022-04-28 00:00:00-03:00,2022-05-05 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
156097483,2022-08-01 00:00:00-03:00,202201183201,1998573,2022-04-27 00:00:00-03:00,2022-05-11 00:00:00-03:00,MARCO BUZZI,,Conhecido o recurso e provido em parte,0
157665632,2022-08-01 00:00:00-03:00,202201166680,1998184,2022-04-26 00:00:00-03:00,2022-05-09 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido em parte,1
158802892,2022-08-01 00:00:00-03:00,202200964677,1994679,2022-04-04 00:00:00-03:00,2022-04-11 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
157980459,2022-08-01 00:00:00-03:00,202200959645,1994659,2022-04-04 00:00:00-03:00,2022-04-12 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
158437091,2022-08-01 00:00:00-03:00,202201123803,1997342,2022-04-20 00:00:00-03:00,2022-04-29 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido em parte,1
157916683,2022-08-01 00:00:00-03:00,202201120710,1997319,2022-04-20 00:00:00-03:00,2022-04-29 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
156938308,2022-08-01 00:00:00-03:00,202201076679,1996617,2022-04-18 00:00:00-03:00,2022-04-29 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
157950384,2022-08-01 00:00:00-03:00,202200884311,1993606,2022-03-29 00:00:00-03:00,2022-04-01 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
158131555,2022-08-01 00:00:00-03:00,202200879909,1993754,2022-03-28 00:00:00-03:00,2022-04-06 00:00:00-03:00,REYNALDO SOARES DA FONSECA,PETIÇÃO,"Deferido o pedido


",1
158068635,2022-08-01 00:00:00-03:00,202200983915,1995126,2022-04-06 00:00:00-03:00,2022-04-07 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),EMBARGOS DE DECLARAÇÃO,Embargos de Declaração Acolhidos,1
157493998,2022-08-01 00:00:00-03:00,202200974751,1994969,2022-04-05 00:00:00-03:00,2022-04-26 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido em parte o recurso e provido em parte,0
157164052,2022-08-01 00:00:00-03:00,202200807760,1992221,2022-03-22 00:00:00-03:00,2022-04-01 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
158207924,2022-08-01 00:00:00-03:00,202200801105,1992240,2022-03-22 00:00:00-03:00,2022-03-31 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
158637473,2022-08-01 00:00:00-03:00,202200795383,1992372,2022-03-22 00:00:00-03:00,2022-04-05 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
158037934,2022-08-01 00:00:00-03:00,202200924340,1994162,2022-03-31 00:00:00-03:00,2022-04-07 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
157928700,2022-08-01 00:00:00-03:00,202200921572,1994732,2022-03-31 00:00:00-03:00,2022-05-12 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido em parte o recurso e provido em parte,0
157716411,2022-08-01 00:00:00-03:00,202200911462,1994544,2022-03-30 00:00:00-03:00,2022-04-20 00:00:00-03:00,MARIA ISABEL GALLOTTI,AGRAVO INTERNO,"Agravo conhecido para dar provimento ao Recurso Especial
",0
156731007,2022-08-01 00:00:00-03:00,202200904838,1993907,2022-03-30 00:00:00-03:00,2022-04-06 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
159305071,2022-08-01 00:00:00-03:00,202200896061,1993752,2022-03-29 00:00:00-03:00,2022-03-31 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
157237115,2022-08-01 00:00:00-03:00,202200890960,1993741,2022-03-29 00:00:00-03:00,2022-04-05 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
156872176,2022-08-01 00:00:00-03:00,202200890708,1993747,2022-03-29 00:00:00-03:00,2022-04-05 00:00:00-03:00,JESUÍNO RISSATO (DESEMBARGADOR CONVOCADO DO TJDFT),,Conhecido em parte o recurso e provido em parte,1
159236401,2022-08-01 00:00:00-03:00,202200716989,1990379,2022-03-15 00:00:00-03:00,2022-03-25 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
157323761,2022-08-01 00:00:00-03:00,202200692899,1989942,2022-03-14 00:00:00-03:00,2022-03-22 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
157965590,2022-08-01 00:00:00-03:00,202200690487,1990214,2022-03-14 00:00:00-03:00,2022-03-21 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
158125206,2022-08-01 00:00:00-03:00,202200687196,1989922,2022-03-11 00:00:00-03:00,2022-03-22 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
158208376,2022-08-01 00:00:00-03:00,202200653320,1989480,2022-03-10 00:00:00-03:00,2022-03-21 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
158221418,2022-08-01 00:00:00-03:00,202200653320,1989480,2022-03-10 00:00:00-03:00,2022-03-21 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,"Agravo conhecido em parte para conhecer em parte o recurso especial e dar provimento
",1
159057981,2022-08-01 00:00:00-03:00,202200843868,1992660,2022-03-24 00:00:00-03:00,2022-04-04 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido em parte o recurso e provido em parte,0
158764054,2022-08-01 00:00:00-03:00,202200834186,1993136,2022-03-24 00:00:00-03:00,2022-03-28 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
159062916,2022-08-01 00:00:00-03:00,202200587230,1988628,2022-03-04 00:00:00-03:00,2022-04-06 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido em parte,0
156295056,2022-08-01 00:00:00-03:00,202200573997,1988040,2022-03-03 00:00:00-03:00,2022-03-09 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158304807,2022-08-01 00:00:00-03:00,202200568221,1988012,2022-03-03 00:00:00-03:00,2022-03-09 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido em parte o recurso e provido em parte,0
157816063,2022-08-01 00:00:00-03:00,202200542900,1987721,2022-02-28 00:00:00-03:00,2022-03-10 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
156668764,2022-08-01 00:00:00-03:00,202200765220,1991406,2022-03-18 00:00:00-03:00,2022-03-28 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido em parte,1
159874188,2022-08-01 00:00:00-03:00,202200727900,1990667,2022-03-16 00:00:00-03:00,2022-03-25 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
158044324,2022-08-01 00:00:00-03:00,202200411221,1985794,2022-02-14 23:00:00-03:00,2022-03-25 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
158112477,2022-08-01 00:00:00-03:00,202200370446,1984561,2022-02-10 23:00:00-03:00,2022-02-21 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido em parte o recurso e provido,0
158177910,2022-08-01 00:00:00-03:00,202200362004,1984476,2022-02-10 23:00:00-03:00,2022-02-14 23:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
157860507,2022-08-01 00:00:00-03:00,202200636117,1989415,2022-03-08 00:00:00-03:00,2022-03-21 00:00:00-03:00,JOEL ILAN PACIORNIK,,Conhecido o recurso e provido,1
158048124,2022-08-01 00:00:00-03:00,202200630495,1989309,2022-03-08 00:00:00-03:00,2022-03-21 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
158044302,2022-08-01 00:00:00-03:00,202200626651,1989787,2022-03-08 00:00:00-03:00,2022-03-17 00:00:00-03:00,NANCY ANDRIGHI,,"Agravo conhecido para dar provimento ao Recurso Especial
",0
158044463,2022-08-01 00:00:00-03:00,202200626651,1989787,2022-03-08 00:00:00-03:00,2022-03-17 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
157979295,2022-08-01 00:00:00-03:00,202200244577,1982704,2022-01-31 23:00:00-03:00,2022-02-03 23:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
158555208,2022-08-01 00:00:00-03:00,202200480778,1987071,2022-02-22 00:00:00-03:00,2022-03-25 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
157858351,2022-08-01 00:00:00-03:00,202200046052,1979563,2022-01-11 23:00:00-03:00,2022-01-16 23:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido em parte o recurso e provido em parte,1
157047695,2022-08-01 00:00:00-03:00,202200000495,1978385,2022-01-02 23:00:00-03:00,2022-01-18 23:00:00-03:00,JOEL ILAN PACIORNIK,,"Agravo conhecido para dar parcial provimento ao Recurso Especial
",1
154494124,2022-08-01 00:00:00-03:00,202104013840,1977936,2021-12-14 23:00:00-03:00,2021-12-22 23:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido em parte,1
158142092,2022-08-01 00:00:00-03:00,202200351717,1984401,2022-02-09 23:00:00-03:00,2022-03-03 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido em parte,1
159939198,2022-08-01 00:00:00-03:00,202200333149,1984328,2022-02-08 23:00:00-03:00,2022-02-17 23:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
157708225,2022-08-01 00:00:00-03:00,202200311589,1985350,2022-02-06 23:00:00-03:00,2022-03-02 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
159751702,2022-08-01 00:00:00-03:00,202103901355,1997728,2021-12-04 23:00:00-03:00,2022-01-17 23:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
158104068,2022-08-01 00:00:00-03:00,202103882015,1977062,2021-12-02 23:00:00-03:00,2021-12-12 23:00:00-03:00,JOEL ILAN PACIORNIK,,"Agravo conhecido para dar parcial provimento ao Recurso Especial
",1
157840081,2022-08-01 00:00:00-03:00,202103808191,1974025,2021-11-25 23:00:00-03:00,2021-12-13 23:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
158242969,2022-08-01 00:00:00-03:00,202200194452,1982295,2022-01-26 23:00:00-03:00,2022-02-02 23:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
158155805,2022-08-01 00:00:00-03:00,202200190614,1982331,2022-01-26 23:00:00-03:00,2022-02-03 23:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
158074802,2022-08-01 00:00:00-03:00,202103354170,1966167,2021-10-18 00:00:00-03:00,2021-11-17 23:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
157272697,2022-08-01 00:00:00-03:00,202103256310,1964428,2021-10-07 00:00:00-03:00,2021-10-21 00:00:00-03:00,JOEL ILAN PACIORNIK,,Conhecido o recurso e provido,1
158029955,2022-08-01 00:00:00-03:00,202103960540,1981244,2021-12-09 23:00:00-03:00,2022-01-27 23:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido em parte,0
157956197,2022-08-01 00:00:00-03:00,202103929230,1977204,2021-12-06 23:00:00-03:00,2021-12-15 23:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
158554116,2022-08-01 00:00:00-03:00,202102735464,1955893,2021-08-23 00:00:00-03:00,2021-09-01 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
156975388,2022-08-01 00:00:00-03:00,202102620029,1959895,2021-08-13 00:00:00-03:00,2021-09-13 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
158327926,2022-08-01 00:00:00-03:00,202102543296,1955339,2021-08-09 00:00:00-03:00,2021-09-03 00:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
158324630,2022-08-01 00:00:00-03:00,202103705950,1975229,2021-11-18 23:00:00-03:00,2021-12-08 23:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
157885534,2022-08-01 00:00:00-03:00,202102148508,1948464,2021-07-07 00:00:00-03:00,2021-07-22 00:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido o recurso e provido,0
157359193,2022-08-01 00:00:00-03:00,202103084022,2009254,2021-09-22 00:00:00-03:00,2021-10-15 00:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido o recurso e provido,0
158073855,2022-08-01 00:00:00-03:00,202101211798,1934460,2021-04-23 00:00:00-03:00,2021-04-26 00:00:00-03:00,ANTONIO CARLOS FERREIRA,,Conhecido o recurso e provido,0
158112444,2022-08-01 00:00:00-03:00,202101196160,1934188,2021-04-22 00:00:00-03:00,2021-04-28 00:00:00-03:00,ASSUSETE MAGALHÃES,AGRAVO INTERNO,Conhecido o recurso e provido,0
157583333,2022-08-01 00:00:00-03:00,202100740798,1927107,2021-03-12 00:00:00-03:00,2021-03-18 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
157789488,2022-08-01 00:00:00-03:00,202100675239,1926143,2021-03-08 00:00:00-03:00,2021-03-10 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
157888905,2022-08-01 00:00:00-03:00,202102352672,1951168,2021-07-26 00:00:00-03:00,2021-07-27 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido em parte,1
157849066,2022-08-01 00:00:00-03:00,202100484211,1923046,2021-02-23 00:00:00-03:00,2021-02-25 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido em parte,1
157453633,2022-08-01 00:00:00-03:00,202100473241,2009261,2021-02-22 00:00:00-03:00,2021-03-18 00:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido o recurso e provido,0
157928609,2022-08-01 00:00:00-03:00,202100424696,1922276,2021-02-17 23:00:00-03:00,2021-02-18 23:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido em parte o recurso e provido em parte,1
156855187,2022-08-01 00:00:00-03:00,202003477992,1914210,2021-01-04 23:00:00-03:00,2021-01-31 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
158553519,2022-08-01 00:00:00-03:00,202003434280,1913494,2020-12-20 23:00:00-03:00,2021-01-17 23:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
158075532,2022-08-01 00:00:00-03:00,202002774145,1902150,2020-10-15 00:00:00-03:00,2020-11-12 23:00:00-03:00,RAUL ARAÚJO,,Conhecido o recurso e provido,0
119705445,2022-08-01 00:00:00-03:00,202002752193,1901806,2020-10-14 00:00:00-03:00,2020-10-23 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
157725964,2022-08-01 00:00:00-03:00,202002597784,1898844,2020-09-30 00:00:00-03:00,2020-10-13 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
158939355,2022-08-01 00:00:00-03:00,202001426872,1879317,2020-06-19 00:00:00-03:00,2020-08-05 00:00:00-03:00,NANCY ANDRIGHI,EMBARGOS DE DECLARAÇÃO,Embargos de Declaração Acolhidos,0
158019968,2022-08-01 00:00:00-03:00,202000275621,1887188,2020-02-05 23:00:00-03:00,2020-02-06 23:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
158025140,2022-08-01 00:00:00-03:00,202000132289,1858431,2020-01-22 23:00:00-03:00,2020-01-23 23:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
158920925,2022-08-01 00:00:00-03:00,201903176000,1844760,2019-10-22 00:00:00-03:00,2019-11-03 23:00:00-03:00,ASSUSETE MAGALHÃES,,Conhecido o recurso e provido,0
157947306,2022-08-01 00:00:00-03:00,201902674061,1836779,2019-09-06 00:00:00-03:00,2019-09-19 00:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido o recurso e provido,0
157956171,2022-08-01 00:00:00-03:00,201900863513,1805757,2019-03-27 00:00:00-03:00,2019-05-13 00:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido o recurso e provido em parte,0
154600261,2022-08-01 00:00:00-03:00,201801337777,1745469,2018-06-06 00:00:00-03:00,2018-06-08 00:00:00-03:00,MARCO BUZZI,,Conhecido o recurso e provido,0
157913004,2022-08-01 00:00:00-03:00,201702779465,1706270,2017-10-23 00:00:00-02:00,2017-10-26 00:00:00-02:00,ANTONIO SALDANHA PALHEIRO,,Conhecido em parte o recurso e provido em parte,1
157000971,2022-08-01 00:00:00-03:00,201702483908,1699814,2017-09-25 00:00:00-03:00,2017-09-28 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
158113441,2022-08-01 00:00:00-03:00,201501099906,1531031,2015-05-12 00:00:00-03:00,2015-05-15 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido em parte o recurso e provido em parte,1
157904141,2022-08-01 00:00:00-03:00,202000851545,1870509,2020-04-13 00:00:00-03:00,2020-04-14 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
160153847,2022-08-02 00:00:00-03:00,202202228212,2014978,2022-07-19 00:00:00-03:00,2022-07-28 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido o recurso e provido,0
159975981,2022-08-02 00:00:00-03:00,202202224799,2014870,2022-07-19 00:00:00-03:00,2022-07-21 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
159992470,2022-08-02 00:00:00-03:00,202202221086,2014823,2022-07-19 00:00:00-03:00,2022-07-21 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
159688846,2022-08-02 00:00:00-03:00,202202188524,2014287,2022-07-14 00:00:00-03:00,2022-07-20 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
159991199,2022-08-02 00:00:00-03:00,202202166207,2013910,2022-07-13 00:00:00-03:00,2022-07-18 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
159654297,2022-08-02 00:00:00-03:00,202202165954,2013908,2022-07-13 00:00:00-03:00,2022-07-20 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido o recurso e provido,0
160089166,2022-08-02 00:00:00-03:00,202202164046,2013874,2022-07-13 00:00:00-03:00,2022-07-18 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
159965948,2022-08-02 00:00:00-03:00,202202152650,2013625,2022-07-12 00:00:00-03:00,2022-07-14 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
159722916,2022-08-02 00:00:00-03:00,202202152483,2013620,2022-07-12 00:00:00-03:00,2022-07-20 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido o recurso e provido,0
160036795,2022-08-02 00:00:00-03:00,202202146578,2013572,2022-07-12 00:00:00-03:00,2022-07-27 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido o recurso e provido,0
